respondent_id,task_id,alternative_id,choice,intelligence,context_window,privacy,price
5,4,None,0,,,,
5,5,A,1,Advanced,Extended,Default,130.0
5,5,B,0,Expert,Standard,Private,60.0
5,5,None,0,,,,
5,6,A,1,Expert,Extended,Private,20.0
5,6,B,0,Advanced,Long,Default,20.0
5,6,None,0,,,,
5,7,A,1,Advanced,Extended,Private,60.0
5,7,B,0,Expert,Standard,Default,130.0
5,7,None,0,,,,
5,8,A,0,Basic,Long,Default,130.0
5,8,B,1,Advanced,Extended,Private,20.0
5,8,None,0,,,,
5,9,A,0,Basic,Standard,Private,130.0
5,9,B,0,Advanced,Standard,Default,130.0
5,9,None,1,,,,
6,1,A,0,Advanced,Standard,Default,20.0
6,1,B,0,Advanced,Standard,Private,60.0
6,1,None,1,,,,
6,2,A,1,Expert,Standard,Default,20.0
6,2,B,0,Expert,Long,Private,130.0
6,2,None,0,,,,
6,3,A,1,Advanced,Long,Private,130.0
6,3,B,0,Basic,Long,Default,20.0
6,3,None,0,,,,
6,4,A,1,Advanced,Long,Private,60.0
6,4,B,0,Expert,Long,Default,20.0
6,4,None,0,,,,
6,5,A,0,Advanced,Extended,Default,130.0
6,5,B,0,Expert,Standard,Private,60.0
6,5,None,1,,,,
6,6,A,1,Expert,Extended,Private,20.0
6,6,B,0,Advanced,Long,Default,20.0
6,6,None,0,,,,
6,7,A,0,Advanced,Extended,Private,60.0
6,7,B,0,Expert,Standard,Default,130.0
6,7,None,1,,,,
6,8,A,0,Basic,Long,Default,130.0
6,8,B,1,Advanced,Extended,Private,20.0
6,8,None,0,,,,
6,9,A,1,Basic,Standard,Private,130.0
6,9,B,0,Advanced,Standard,Default,130.0
6,9,None,0,,,,
7,1,A,0,Advanced,Standard,Default,20.0
7,1,B,0,Advanced,Standard,Private,60.0
7,1,None,1,,,,
7,2,A,0,Expert,Standard,Default,20.0
7,2,B,1,Expert,Long,Private,130.0
7,2,None,0,,,,
7,3,A,0,Advanced,Long,Private,130.0
7,3,B,1,Basic,Long,Default,20.0
7,3,None,0,,,,
7,4,A,0,Advanced,Long,Private,60.0
7,4,B,1,Expert,Long,Default,20.0
7,4,None,0,,,,
7,5,A,0,Advanced,Extended,Default,130.0
7,5,B,1,Expert,Standard,Private,60.0
7,5,None,0,,,,
7,6,A,1,Expert,Extended,Private,20.0
7,6,B,0,Advanced,Long,Default,20.0
7,6,None,0,,,,
7,7,A,1,Advanced,Extended,Private,60.0
7,7,B,0,Expert,Standard,Default,130.0
7,7,None,0,,,,
7,8,A,0,Basic,Long,Default,130.0
7,8,B,0,Advanced,Extended,Private,20.0
7,8,None,1,,,,
7,9,A,0,Basic,Standard,Private,130.0
7,9,B,0,Advanced,Standard,Default,130.0
7,9,None,1,,,,
8,1,A,1,Advanced,Standard,Default,20.0
8,1,B,0,Advanced,Standard,Private,60.0
8,1,None,0,,,,
8,2,A,0,Expert,Standard,Default,20.0
8,2,B,0,Expert,Long,Private,130.0
8,2,None,1,,,,
8,3,A,0,Advanced,Long,Private,130.0
8,3,B,1,Basic,Long,Default,20.0
8,3,None,0,,,,
8,4,A,1,Advanced,Long,Private,60.0
8,4,B,0,Expert,Long,Default,20.0
8,4,None,0,,,,
8,5,A,0,Advanced,Extended,Default,130.0
8,5,B,0,Expert,Standard,Private,60.0
8,5,None,1,,,,
8,6,A,0,Expert,Extended,Private,20.0
8,6,B,0,Advanced,Long,Default,20.0
8,6,None,1,,,,
8,7,A,1,Advanced,Extended,Private,60.0
8,7,B,0,Expert,Standard,Default,130.0
8,7,None,0,,,,
8,8,A,0,Basic,Long,Default,130.0
8,8,B,0,Advanced,Extended,Private,20.0
8,8,None,1,,,,
8,9,A,0,Basic,Standard,Private,130.0
8,9,B,0,Advanced,Standard,Default,130.0
8,9,None,1,,,,
9,1,A,1,Advanced,Standard,Default,20.0
9,1,B,0,Advanced,Standard,Private,60.0
9,1,None,0,,,,
9,2,A,1,Expert,Standard,Default,20.0
9,2,B,0,Expert,Long,Private,130.0
9,2,None,0,,,,
9,3,A,0,Advanced,Long,Private,130.0
9,3,B,1,Basic,Long,Default,20.0
9,3,None,0,,,,
9,4,A,0,Advanced,Long,Private,60.0
9,4,B,1,Expert,Long,Default,20.0
9,4,None,0,,,,
9,5,A,0,Advanced,Extended,Default,130.0
9,5,B,1,Expert,Standard,Private,60.0
9,5,None,0,,,,
9,6,A,0,Expert,Extended,Private,20.0
9,6,B,1,Advanced,Long,Default,20.0
9,6,None,0,,,,
9,7,A,1,Advanced,Extended,Private,60.0
9,7,B,0,Expert,Standard,Default,130.0
9,7,None,0,,,,
9,8,A,0,Basic,Long,Default,130.0
9,8,B,1,Advanced,Extended,Private,20.0
9,8,None,0,,,,
9,9,A,0,Basic,Standard,Private,130.0
9,9,B,0,Advanced,Standard,Default,130.0
9,9,None,1,,,,
10,1,A,0,Advanced,Standard,Default,20.0
10,1,B,0,Advanced,Standard,Private,60.0
10,1,None,1,,,,
10,2,A,0,Expert,Standard,Default,20.0
10,2,B,0,Expert,Long,Private,130.0
10,2,None,1,,,,
10,3,A,0,Advanced,Long,Private,130.0
10,3,B,1,Basic,Long,Default,20.0
10,3,None,0,,,,
10,4,A,0,Advanced,Long,Private,60.0
10,4,B,1,Expert,Long,Default,20.0
10,4,None,0,,,,
10,5,A,0,Advanced,Extended,Default,130.0
10,5,B,1,Expert,Standard,Private,60.0
10,5,None,0,,,,
10,6,A,0,Expert,Extended,Private,20.0
10,6,B,1,Advanced,Long,Default,20.0
10,6,None,0,,,,
10,7,A,1,Advanced,Extended,Private,60.0
10,7,B,0,Expert,Standard,Default,130.0
10,7,None,0,,,,
10,8,A,0,Basic,Long,Default,130.0
10,8,B,1,Advanced,Extended,Private,20.0
10,8,None,0,,,,
10,9,A,0,Basic,Standard,Private,130.0
10,9,B,0,Advanced,Standard,Default,130.0
10,9,None,1,,,,
11,1,A,1,Advanced,Standard,Default,20.0
11,1,B,0,Advanced,Standard,Private,60.0
11,1,None,0,,,,
11,2,A,0,Expert,Standard,Default,20.0
11,2,B,0,Expert,Long,Private,130.0
11,2,None,1,,,,
11,3,A,0,Advanced,Long,Private,130.0
11,3,B,0,Basic,Long,Default,20.0
11,3,None,1,,,,
11,4,A,0,Advanced,Long,Private,60.0
11,4,B,1,Expert,Long,Default,20.0
11,4,None,0,,,,
11,5,A,0,Advanced,Extended,Default,130.0
11,5,B,0,Expert,Standard,Private,60.0
11,5,None,1,,,,
11,6,A,0,Expert,Extended,Private,20.0
11,6,B,1,Advanced,Long,Default,20.0
11,6,None,0,,,,
11,7,A,0,Advanced,Extended,Private,60.0
11,7,B,0,Expert,Standard,Default,130.0
11,7,None,1,,,,
11,8,A,0,Basic,Long,Default,130.0
11,8,B,0,Advanced,Extended,Private,20.0
11,8,None,1,,,,
11,9,A,0,Basic,Standard,Private,130.0
11,9,B,0,Advanced,Standard,Default,130.0
11,9,None,1,,,,
12,1,A,0,Advanced,Standard,Default,20.0
12,1,B,1,Advanced,Standard,Private,60.0
12,1,None,0,,,,
12,2,A,1,Expert,Standard,Default,20.0
12,2,B,0,Expert,Long,Private,130.0
12,2,None,0,,,,
12,3,A,0,Advanced,Long,Private,130.0
12,3,B,1,Basic,Long,Default,20.0
12,3,None,0,,,,
12,4,A,0,Advanced,Long,Private,60.0
12,4,B,1,Expert,Long,Default,20.0
12,4,None,0,,,,
12,5,A,0,Advanced,Extended,Default,130.0
12,5,B,0,Expert,Standard,Private,60.0
12,5,None,1,,,,
12,6,A,0,Expert,Extended,Private,20.0
12,6,B,1,Advanced,Long,Default,20.0
12,6,None,0,,,,
12,7,A,1,Advanced,Extended,Private,60.0
12,7,B,0,Expert,Standard,Default,130.0
12,7,None,0,,,,
12,8,A,0,Basic,Long,Default,130.0
12,8,B,1,Advanced,Extended,Private,20.0
12,8,None,0,,,,
12,9,A,0,Basic,Standard,Private,130.0
12,9,B,0,Advanced,Standard,Default,130.0
12,9,None,1,,,,
13,1,A,0,Advanced,Standard,Default,20.0
13,1,B,0,Advanced,Standard,Private,60.0
13,1,None,1,,,,
13,2,A,1,Expert,Standard,Default,20.0
13,2,B,0,Expert,Long,Private,130.0
13,2,None,0,,,,
13,3,A,0,Advanced,Long,Private,130.0
13,3,B,1,Basic,Long,Default,20.0
13,3,None,0,,,,
13,4,A,0,Advanced,Long,Private,60.0
13,4,B,1,Expert,Long,Default,20.0
13,4,None,0,,,,
13,5,A,0,Advanced,Extended,Default,130.0
13,5,B,1,Expert,Standard,Private,60.0
13,5,None,0,,,,
13,6,A,0,Expert,Extended,Private,20.0
13,6,B,0,Advanced,Long,Default,20.0
13,6,None,1,,,,
13,7,A,0,Advanced,Extended,Private,60.0
13,7,B,0,Expert,Standard,Default,130.0
13,7,None,1,,,,
13,8,A,0,Basic,Long,Default,130.0
13,8,B,1,Advanced,Extended,Private,20.0
13,8,None,0,,,,
13,9,A,0,Basic,Standard,Private,130.0
13,9,B,0,Advanced,Standard,Default,130.0
13,9,None,1,,,,
14,1,A,1,Advanced,Standard,Default,20.0
14,1,B,0,Advanced,Standard,Private,60.0
14,1,None,0,,,,
14,2,A,0,Expert,Standard,Default,20.0
14,2,B,1,Expert,Long,Private,130.0
14,2,None,0,,,,
14,3,A,0,Advanced,Long,Private,130.0
14,3,B,1,Basic,Long,Default,20.0
14,3,None,0,,,,
14,4,A,1,Advanced,Long,Private,60.0
14,4,B,0,Expert,Long,Default,20.0
14,4,None,0,,,,
14,5,A,0,Advanced,Extended,Default,130.0
14,5,B,1,Expert,Standard,Private,60.0
14,5,None,0,,,,
14,6,A,1,Expert,Extended,Private,20.0
14,6,B,0,Advanced,Long,Default,20.0
14,6,None,0,,,,
14,7,A,0,Advanced,Extended,Private,60.0
14,7,B,0,Expert,Standard,Default,130.0
14,7,None,1,,,,
14,8,A,0,Basic,Long,Default,130.0
14,8,B,1,Advanced,Extended,Private,20.0
14,8,None,0,,,,
14,9,A,0,Basic,Standard,Private,130.0
14,9,B,0,Advanced,Standard,Default,130.0
14,9,None,1,,,,
15,1,A,1,Advanced,Standard,Default,20.0
15,1,B,0,Advanced,Standard,Private,60.0
15,1,None,0,,,,
15,2,A,1,Expert,Standard,Default,20.0
15,2,B,0,Expert,Long,Private,130.0
15,2,None,0,,,,
15,3,A,0,Advanced,Long,Private,130.0
15,3,B,1,Basic,Long,Default,20.0
15,3,None,0,,,,
15,4,A,0,Advanced,Long,Private,60.0
15,4,B,1,Expert,Long,Default,20.0
15,4,None,0,,,,
15,5,A,0,Advanced,Extended,Default,130.0
15,5,B,0,Expert,Standard,Private,60.0
15,5,None,1,,,,
15,6,A,1,Expert,Extended,Private,20.0
15,6,B,0,Advanced,Long,Default,20.0
15,6,None,0,,,,
15,7,A,1,Advanced,Extended,Private,60.0
15,7,B,0,Expert,Standard,Default,130.0
15,7,None,0,,,,
15,8,A,0,Basic,Long,Default,130.0
15,8,B,1,Advanced,Extended,Private,20.0
15,8,None,0,,,,
15,9,A,0,Basic,Standard,Private,130.0
15,9,B,0,Advanced,Standard,Default,130.0
15,9,None,1,,,,
16,1,A,0,Advanced,Standard,Default,20.0
16,1,B,0,Advanced,Standard,Private,60.0
16,1,None,1,,,,
16,2,A,0,Expert,Standard,Default,20.0
16,2,B,0,Expert,Long,Private,130.0
16,2,None,1,,,,
16,3,A,1,Advanced,Long,Private,130.0
16,3,B,0,Basic,Long,Default,20.0
16,3,None,0,,,,
16,4,A,0,Advanced,Long,Private,60.0
16,4,B,1,Expert,Long,Default,20.0
16,4,None,0,,,,
16,5,A,0,Advanced,Extended,Default,130.0
16,5,B,0,Expert,Standard,Private,60.0
16,5,None,1,,,,
16,6,A,1,Expert,Extended,Private,20.0
16,6,B,0,Advanced,Long,Default,20.0
16,6,None,0,,,,
16,7,A,1,Advanced,Extended,Private,60.0
16,7,B,0,Expert,Standard,Default,130.0
16,7,None,0,,,,
16,8,A,0,Basic,Long,Default,130.0
16,8,B,1,Advanced,Extended,Private,20.0
16,8,None,0,,,,
16,9,A,0,Basic,Standard,Private,130.0
16,9,B,0,Advanced,Standard,Default,130.0
16,9,None,1,,,,
17,1,A,0,Advanced,Standard,Default,20.0
17,1,B,0,Advanced,Standard,Private,60.0
17,1,None,1,,,,
17,2,A,0,Expert,Standard,Default,20.0
17,2,B,0,Expert,Long,Private,130.0
17,2,None,1,,,,
17,3,A,0,Advanced,Long,Private,130.0
17,3,B,0,Basic,Long,Default,20.0
17,3,None,1,,,,
17,4,A,0,Advanced,Long,Private,60.0
17,4,B,1,Expert,Long,Default,20.0
17,4,None,0,,,,
17,5,A,0,Advanced,Extended,Default,130.0
17,5,B,0,Expert,Standard,Private,60.0
17,5,None,1,,,,
17,6,A,1,Expert,Extended,Private,20.0
17,6,B,0,Advanced,Long,Default,20.0
17,6,None,0,,,,
17,7,A,1,Advanced,Extended,Private,60.0
17,7,B,0,Expert,Standard,Default,130.0
17,7,None,0,,,,
17,8,A,0,Basic,Long,Default,130.0
17,8,B,1,Advanced,Extended,Private,20.0
17,8,None,0,,,,
17,9,A,0,Basic,Standard,Private,130.0
17,9,B,0,Advanced,Standard,Default,130.0
17,9,None,1,,,,
18,1,A,1,Advanced,Standard,Default,20.0
18,1,B,0,Advanced,Standard,Private,60.0
18,1,None,0,,,,
18,2,A,0,Expert,Standard,Default,20.0
18,2,B,1,Expert,Long,Private,130.0
18,2,None,0,,,,
18,3,A,0,Advanced,Long,Private,130.0
18,3,B,1,Basic,Long,Default,20.0
18,3,None,0,,,,
18,4,A,0,Advanced,Long,Private,60.0
18,4,B,1,Expert,Long,Default,20.0
18,4,None,0,,,,
18,5,A,0,Advanced,Extended,Default,130.0
18,5,B,0,Expert,Standard,Private,60.0
18,5,None,1,,,,
18,6,A,1,Expert,Extended,Private,20.0
18,6,B,0,Advanced,Long,Default,20.0
18,6,None,0,,,,
18,7,A,0,Advanced,Extended,Private,60.0
18,7,B,0,Expert,Standard,Default,130.0
18,7,None,1,,,,
18,8,A,0,Basic,Long,Default,130.0
18,8,B,1,Advanced,Extended,Private,20.0
18,8,None,0,,,,
18,9,A,0,Basic,Standard,Private,130.0
18,9,B,0,Advanced,Standard,Default,130.0
18,9,None,1,,,,
19,1,A,0,Advanced,Standard,Default,20.0
19,1,B,1,Advanced,Standard,Private,60.0
19,1,None,0,,,,
19,2,A,1,Expert,Standard,Default,20.0
19,2,B,0,Expert,Long,Private,130.0
19,2,None,0,,,,
19,3,A,0,Advanced,Long,Private,130.0
19,3,B,0,Basic,Long,Default,20.0
19,3,None,1,,,,
19,4,A,0,Advanced,Long,Private,60.0
19,4,B,1,Expert,Long,Default,20.0
19,4,None,0,,,,
19,5,A,0,Advanced,Extended,Default,130.0
19,5,B,1,Expert,Standard,Private,60.0
19,5,None,0,,,,
19,6,A,0,Expert,Extended,Private,20.0
19,6,B,0,Advanced,Long,Default,20.0
19,6,None,1,,,,
19,7,A,1,Advanced,Extended,Private,60.0
19,7,B,0,Expert,Standard,Default,130.0
19,7,None,0,,,,
19,8,A,0,Basic,Long,Default,130.0
19,8,B,1,Advanced,Extended,Private,20.0
19,8,None,0,,,,
19,9,A,0,Basic,Standard,Private,130.0
19,9,B,0,Advanced,Standard,Default,130.0
19,9,None,1,,,,
20,1,A,1,Advanced,Standard,Default,20.0
20,1,B,0,Advanced,Standard,Private,60.0
20,1,None,0,,,,
20,2,A,1,Expert,Standard,Default,20.0
20,2,B,0,Expert,Long,Private,130.0
20,2,None,0,,,,
20,3,A,0,Advanced,Long,Private,130.0
20,3,B,0,Basic,Long,Default,20.0
20,3,None,1,,,,
20,4,A,0,Advanced,Long,Private,60.0
20,4,B,1,Expert,Long,Default,20.0
20,4,None,0,,,,
20,5,A,0,Advanced,Extended,Default,130.0
20,5,B,0,Expert,Standard,Private,60.0
20,5,None,1,,,,
20,6,A,0,Expert,Extended,Private,20.0
20,6,B,0,Advanced,Long,Default,20.0
20,6,None,1,,,,
20,7,A,0,Advanced,Extended,Private,60.0
20,7,B,0,Expert,Standard,Default,130.0
20,7,None,1,,,,
20,8,A,0,Basic,Long,Default,130.0
20,8,B,1,Advanced,Extended,Private,20.0
20,8,None,0,,,,
20,9,A,0,Basic,Standard,Private,130.0
20,9,B,0,Advanced,Standard,Default,130.0
20,9,None,1,,,,
21,1,A,1,Advanced,Standard,Default,20.0
21,1,B,0,Advanced,Standard,Private,60.0
21,1,None,0,,,,
21,2,A,0,Expert,Standard,Default,20.0
21,2,B,0,Expert,Long,Private,130.0
21,2,None,1,,,,
21,3,A,0,Advanced,Long,Private,130.0
21,3,B,1,Basic,Long,Default,20.0
21,3,None,0,,,,
21,4,A,1,Advanced,Long,Private,60.0
21,4,B,0,Expert,Long,Default,20.0
21,4,None,0,,,,
21,5,A,0,Advanced,Extended,Default,130.0
21,5,B,0,Expert,Standard,Private,60.0
21,5,None,1,,,,
21,6,A,0,Expert,Extended,Private,20.0
21,6,B,1,Advanced,Long,Default,20.0
21,6,None,0,,,,
21,7,A,0,Advanced,Extended,Private,60.0
21,7,B,0,Expert,Standard,Default,130.0
21,7,None,1,,,,
21,8,A,0,Basic,Long,Default,130.0
21,8,B,1,Advanced,Extended,Private,20.0
21,8,None,0,,,,
21,9,A,0,Basic,Standard,Private,130.0
21,9,B,0,Advanced,Standard,Default,130.0
21,9,None,1,,,,
22,1,A,0,Advanced,Standard,Default,20.0
22,1,B,1,Advanced,Standard,Private,60.0
22,1,None,0,,,,
22,2,A,1,Expert,Standard,Default,20.0
22,2,B,0,Expert,Long,Private,130.0
22,2,None,0,,,,
22,3,A,1,Advanced,Long,Private,130.0
22,3,B,0,Basic,Long,Default,20.0
22,3,None,0,,,,
22,4,A,0,Advanced,Long,Private,60.0
22,4,B,1,Expert,Long,Default,20.0
22,4,None,0,,,,
22,5,A,0,Advanced,Extended,Default,130.0
22,5,B,0,Expert,Standard,Private,60.0
22,5,None,1,,,,
22,6,A,0,Expert,Extended,Private,20.0
22,6,B,1,Advanced,Long,Default,20.0
22,6,None,0,,,,
22,7,A,0,Advanced,Extended,Private,60.0
22,7,B,0,Expert,Standard,Default,130.0
22,7,None,1,,,,
22,8,A,0,Basic,Long,Default,130.0
22,8,B,1,Advanced,Extended,Private,20.0
22,8,None,0,,,,
22,9,A,0,Basic,Standard,Private,130.0
22,9,B,0,Advanced,Standard,Default,130.0
22,9,None,1,,,,
23,1,A,1,Advanced,Standard,Default,20.0
23,1,B,0,Advanced,Standard,Private,60.0
23,1,None,0,,,,
23,2,A,0,Expert,Standard,Default,20.0
23,2,B,0,Expert,Long,Private,130.0
23,2,None,1,,,,
23,3,A,0,Advanced,Long,Private,130.0
23,3,B,1,Basic,Long,Default,20.0
23,3,None,0,,,,
23,4,A,1,Advanced,Long,Private,60.0
23,4,B,0,Expert,Long,Default,20.0
23,4,None,0,,,,
23,5,A,0,Advanced,Extended,Default,130.0
23,5,B,0,Expert,Standard,Private,60.0
23,5,None,1,,,,
23,6,A,1,Expert,Extended,Private,20.0
23,6,B,0,Advanced,Long,Default,20.0
23,6,None,0,,,,
23,7,A,1,Advanced,Extended,Private,60.0
23,7,B,0,Expert,Standard,Default,130.0
23,7,None,0,,,,
23,8,A,0,Basic,Long,Default,130.0
23,8,B,0,Advanced,Extended,Private,20.0
23,8,None,1,,,,
23,9,A,0,Basic,Standard,Private,130.0
23,9,B,0,Advanced,Standard,Default,130.0
23,9,None,1,,,,
24,1,A,0,Advanced,Standard,Default,20.0
24,1,B,1,Advanced,Standard,Private,60.0
24,1,None,0,,,,
24,2,A,1,Expert,Standard,Default,20.0
24,2,B,0,Expert,Long,Private,130.0
24,2,None,0,,,,
24,3,A,0,Advanced,Long,Private,130.0
24,3,B,1,Basic,Long,Default,20.0
24,3,None,0,,,,
24,4,A,0,Advanced,Long,Private,60.0
24,4,B,1,Expert,Long,Default,20.0
24,4,None,0,,,,
24,5,A,0,Advanced,Extended,Default,130.0
24,5,B,1,Expert,Standard,Private,60.0
24,5,None,0,,,,
24,6,A,1,Expert,Extended,Private,20.0
24,6,B,0,Advanced,Long,Default,20.0
24,6,None,0,,,,
24,7,A,0,Advanced,Extended,Private,60.0
24,7,B,0,Expert,Standard,Default,130.0
24,7,None,1,,,,
24,8,A,0,Basic,Long,Default,130.0
24,8,B,1,Advanced,Extended,Private,20.0
24,8,None,0,,,,
24,9,A,1,Basic,Standard,Private,130.0
24,9,B,0,Advanced,Standard,Default,130.0
24,9,None,0,,,,
25,1,A,1,Advanced,Standard,Default,20.0
25,1,B,0,Advanced,Standard,Private,60.0
25,1,None,0,,,,
25,2,A,1,Expert,Standard,Default,20.0
25,2,B,0,Expert,Long,Private,130.0
25,2,None,0,,,,
25,3,A,0,Advanced,Long,Private,130.0
25,3,B,0,Basic,Long,Default,20.0
25,3,None,1,,,,
25,4,A,1,Advanced,Long,Private,60.0
25,4,B,0,Expert,Long,Default,20.0
25,4,None,0,,,,
25,5,A,0,Advanced,Extended,Default,130.0
25,5,B,0,Expert,Standard,Private,60.0
25,5,None,1,,,,
25,6,A,1,Expert,Extended,Private,20.0
25,6,B,0,Advanced,Long,Default,20.0
25,6,None,0,,,,
25,7,A,1,Advanced,Extended,Private,60.0
25,7,B,0,Expert,Standard,Default,130.0
25,7,None,0,,,,
25,8,A,0,Basic,Long,Default,130.0
25,8,B,1,Advanced,Extended,Private,20.0
25,8,None,0,,,,
25,9,A,0,Basic,Standard,Private,130.0
25,9,B,0,Advanced,Standard,Default,130.0
25,9,None,1,,,,
26,1,A,0,Advanced,Standard,Default,20.0
26,1,B,0,Advanced,Standard,Private,60.0
26,1,None,1,,,,
26,2,A,1,Expert,Standard,Default,20.0
26,2,B,0,Expert,Long,Private,130.0
26,2,None,0,,,,
26,3,A,0,Advanced,Long,Private,130.0
26,3,B,1,Basic,Long,Default,20.0
26,3,None,0,,,,
26,4,A,0,Advanced,Long,Private,60.0
26,4,B,1,Expert,Long,Default,20.0
26,4,None,0,,,,
26,5,A,0,Advanced,Extended,Default,130.0
26,5,B,0,Expert,Standard,Private,60.0
26,5,None,1,,,,
26,6,A,0,Expert,Extended,Private,20.0
26,6,B,1,Advanced,Long,Default,20.0
26,6,None,0,,,,
26,7,A,1,Advanced,Extended,Private,60.0
26,7,B,0,Expert,Standard,Default,130.0
26,7,None,0,,,,
26,8,A,0,Basic,Long,Default,130.0
26,8,B,1,Advanced,Extended,Private,20.0
26,8,None,0,,,,
26,9,A,0,Basic,Standard,Private,130.0
26,9,B,0,Advanced,Standard,Default,130.0
26,9,None,1,,,,
27,1,A,0,Advanced,Standard,Default,20.0
27,1,B,0,Advanced,Standard,Private,60.0
27,1,None,1,,,,
27,2,A,1,Expert,Standard,Default,20.0
27,2,B,0,Expert,Long,Private,130.0
27,2,None,0,,,,
27,3,A,0,Advanced,Long,Private,130.0
27,3,B,1,Basic,Long,Default,20.0
27,3,None,0,,,,
27,4,A,0,Advanced,Long,Private,60.0
27,4,B,1,Expert,Long,Default,20.0
27,4,None,0,,,,
27,5,A,0,Advanced,Extended,Default,130.0
27,5,B,1,Expert,Standard,Private,60.0
27,5,None,0,,,,
